"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency"
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp1.dmz.azure.forem.be_osdisk","Disk","2025-06-29T14:09:06.8713459Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Security","High","Machines should be configured to periodically check for missing system updates","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns1a.dmz.azure.forem.be","Virtual machine","2025-06-29T23:50:25.3324754Z","Prevent potential security breaches","",""
"Reliability","High","Use Availability zones for better resiliency and availability","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns2r.dmz.azure.forem.be","Virtual machine","2025-06-30T05:54:23.9641392Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","Medium","Guest Configuration extension should be installed on machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:19:48.5362213Z","Prevent potential security breaches","",""
"Security","Medium","Guest Configuration extension should be installed on machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzphp2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:19:48.5362213Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh15","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns2a.dmz.azure.forem.be_osdisk","Disk","2025-06-29T14:09:06.8763464Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns1r.dmz.azure.forem.be","Virtual machine","2025-06-30T05:14:40.4904880Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp1.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp1.dmz.azure.forem.be_nic","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzhttp1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:12.5754755Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns1r.dmz.azure.forem.be","Virtual machine","2025-06-30T06:55:48.8410397Z","Prevent potential security breaches","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp2.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzsmtp2.dmz.azure.forem.be_nic","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns1r.dmz.azure.forem.be","Virtual machine","2025-06-29T22:58:43.3485501Z","Enhanced resilience to platform faults and updates.","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzsmtp2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:23:44.8318084Z","Prevent potential security breaches","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzphp1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:12.6154744Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamoodlehd","lxamoodlehd1.azure.forem.be","Virtual machine","2025-06-29T22:58:43.1648307Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzsmtp2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:14:40.4904880Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns2a.dmz.azure.forem.be","Virtual machine","2025-06-30T05:14:40.4904880Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp2.dmz.azure.forem.be","Virtual machine","2025-06-29T22:58:43.3335502Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh11nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:14:40.4804876Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","High","Machines should be configured to periodically check for missing system updates","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzhttp1.dmz.azure.forem.be","Virtual machine","2025-06-29T23:50:25.3324754Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","27968616-adf3-45ac-9277-2750fe1d896f","DsiADC01 (27968616-adf3-45ac-9277-2750fe1d896f)","fortiadc-rg","fortiadcprd02-vip-devnic","Network interface","2025-06-30T05:04:44.3295611Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh57","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap1.azure.forem.be","Virtual machine","2025-06-30T05:18:02.5293117Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpadfs","azwpadfssrv00","Virtual machine","2025-06-29T22:54:28.7139634Z","Availability across zones or across different fault domains.","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzhttp2.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh47","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Security","High","Machines should have secrets findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzhttp2.dmz.azure.forem.be","Virtual machine","2025-06-30T07:48:36.0227249Z","Prevent potential security breaches","",""
"Reliability","High","Use Availability zones for better resiliency and availability","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap2.azure.forem.be","Virtual machine","2025-06-30T04:58:32.9096631Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap2.azure.forem.be","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap1.azure.forem.be","Virtual machine","2025-06-30T05:00:05.4763538Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap1.azure.forem.be_nic","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap2.azure.forem.be","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap2.azure.forem.be_nic","Network interface","2025-06-30T05:00:23.4279363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh34","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap1.azure.forem.be","Virtual machine","2025-06-30T04:58:32.9096631Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap2.azure.forem.be_osdisk","Disk","2025-06-29T12:07:52.7635511Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","Medium","Enable Cross Region Restore for your recovery Services Vault","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","cspprod01-vault-rg","cspprod01-vault","Recovery Services vault","2025-06-30T05:02:06.0861779Z","As one of the restore options, Cross Region Restore (CRR) allows you to restore Azure VMs in a secondary region, which is an Azure paired region.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","fortigateb","Virtual machine","2025-06-29T22:54:28.7089632Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","recovery-vnet","Virtual network","2025-06-30T05:23:24.9723119Z","Prevent outbound connection failures with NAT gateway","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","fortigateb","Virtual machine","2025-06-29T22:58:16.5985941Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","ptstkeepalivetest670","Network interface","2025-06-30T04:58:33.7963138Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","fortigateb_datadisk","Disk","2025-06-30T10:02:33.4268637Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Operational excellence","Medium","VNet with more than 5 peerings should be managed using AVNM connectivity configuration","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","tier0-vnet","Virtual network","2025-06-29T16:53:03.4442892Z","Operational excellence will be increased and more reliable.","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","tier0-vnet","Virtual network","2025-06-30T05:23:24.9723119Z","Prevent outbound connection failures with NAT gateway","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","infra-network-rg","fortiweb-acc-dev","Virtual machine","2025-06-29T22:58:16.5985941Z","Enhanced resilience to platform faults and updates.","",""
